epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3812.97,1.161,0.57806,0.96364,0.84529,0.69578,0.76204,0.35161,2.06654,0.91425,1.41354,0.000925363,0.000925363,0.000925363
180,3832.87,1.16023,0.57763,0.96844,0.77604,0.72704,0.76566,0.34936,2.06255,0.9021,1.40765,0.000922534,0.000922534,0.000922534
181,3854.36,1.19513,0.591,0.97391,0.80605,0.74466,0.77023,0.36802,2.06235,0.87437,1.40475,0.000919704,0.000919704,0.000919704
182,3874.86,1.15456,0.57067,0.96163,0.83591,0.69681,0.76951,0.34993,2.04282,0.87896,1.37912,0.000916875,0.000916875,0.000916875
183,3895.68,1.16071,0.57383,0.9636,0.79481,0.7486,0.78833,0.36412,2.06678,0.88281,1.40424,0.000914046,0.000914046,0.000914046
184,3917.3,1.17007,0.57508,0.97138,0.80423,0.69368,0.76461,0.32972,2.07818,0.92009,1.41564,0.000911216,0.000911216,0.000911216
185,3939.16,1.15924,0.57637,0.96081,0.75188,0.73465,0.76126,0.3556,2.04769,0.90836,1.40721,0.000908387,0.000908387,0.000908387
186,3958.86,1.15526,0.56949,0.95941,0.81456,0.7038,0.76133,0.34265,2.06144,0.88571,1.41185,0.000905557,0.000905557,0.000905557
187,3980.2,1.14306,0.57084,0.96523,0.74924,0.75543,0.762,0.34852,2.05019,0.90388,1.40126,0.000902728,0.000902728,0.000902728
188,4000.84,1.1551,0.56902,0.95406,0.80465,0.72146,0.76482,0.33932,2.06899,0.92493,1.43058,0.000899898,0.000899898,0.000899898
189,4021.64,1.1357,0.56566,0.95315,0.77654,0.71828,0.75355,0.33512,2.07808,0.91381,1.43636,0.000897069,0.000897069,0.000897069
190,4042.77,1.14423,0.56768,0.95638,0.80953,0.73687,0.771,0.34727,2.06601,0.90056,1.41858,0.00089424,0.00089424,0.00089424
191,4063.81,1.15049,0.56681,0.95988,0.78703,0.72786,0.76985,0.35128,2.05316,0.88394,1.42001,0.00089141,0.00089141,0.00089141
192,4084.38,1.12173,0.55954,0.95662,0.8128,0.71615,0.76811,0.3484,2.06067,0.88619,1.41922,0.000888581,0.000888581,0.000888581
193,4105.34,1.13162,0.55943,0.95595,0.80292,0.76341,0.78148,0.35528,2.06999,0.87843,1.42537,0.000885751,0.000885751,0.000885751
194,4127.07,1.13977,0.56371,0.95765,0.81505,0.70792,0.75665,0.34912,2.04052,0.89948,1.40617,0.000882922,0.000882922,0.000882922
195,4149.65,1.14204,0.56438,0.96154,0.79197,0.71846,0.76699,0.34931,2.05543,0.89479,1.40516,0.000880093,0.000880093,0.000880093
196,4170.34,1.12427,0.55911,0.95353,0.74561,0.74205,0.76111,0.33222,2.07472,0.90307,1.41868,0.000877263,0.000877263,0.000877263
197,4191.23,1.14884,0.5629,0.96145,0.79451,0.70612,0.76849,0.34315,2.05665,0.89189,1.4142,0.000874434,0.000874434,0.000874434
198,4212.28,1.13379,0.55913,0.95766,0.8067,0.69849,0.76049,0.33667,2.05943,0.90503,1.43604,0.000871604,0.000871604,0.000871604
199,4232.48,1.13923,0.56482,0.96106,0.73921,0.70147,0.72573,0.32633,2.10159,0.9107,1.44221,0.000868775,0.000868775,0.000868775
200,4252.87,1.11111,0.54874,0.94731,0.79886,0.73836,0.7796,0.35134,2.05607,0.90257,1.42473,0.000865945,0.000865945,0.000865945
201,4274.36,1.1165,0.54886,0.94715,0.84763,0.76585,0.80882,0.36146,2.04618,0.88184,1.42943,0.000863116,0.000863116,0.000863116
202,4293.15,1.13677,0.55749,0.95773,0.83525,0.70712,0.78297,0.35487,2.03662,0.90396,1.42439,0.000860287,0.000860287,0.000860287
203,4315.03,1.12051,0.55409,0.93962,0.79811,0.70703,0.77054,0.34903,2.03577,0.88343,1.41608,0.000857457,0.000857457,0.000857457
204,4334.93,1.115,0.5483,0.9527,0.82291,0.70605,0.76325,0.35537,2.04201,0.89368,1.41207,0.000854628,0.000854628,0.000854628
205,4356.63,1.11189,0.54637,0.94462,0.76351,0.76495,0.77744,0.35806,2.06543,0.87582,1.42112,0.000851798,0.000851798,0.000851798
206,4376.5,1.09493,0.54504,0.94864,0.75472,0.74435,0.75335,0.35059,2.05655,0.8804,1.42497,0.000848969,0.000848969,0.000848969
207,4397.62,1.09167,0.5414,0.94209,0.78971,0.7311,0.77368,0.35974,2.05379,0.88274,1.41509,0.000846139,0.000846139,0.000846139
208,4418.19,1.10679,0.54647,0.94942,0.77655,0.7461,0.77154,0.34697,2.06735,0.90088,1.42625,0.00084331,0.00084331,0.00084331
209,4437.3,1.09865,0.54412,0.94329,0.79682,0.72179,0.77827,0.35943,2.06425,0.90985,1.41669,0.000840481,0.000840481,0.000840481
210,4458.85,1.08198,0.54025,0.93811,0.78661,0.74857,0.78396,0.35387,2.08343,0.9071,1.42676,0.000837651,0.000837651,0.000837651
211,4480.05,1.09523,0.54186,0.94064,0.83014,0.73308,0.79827,0.35474,2.07641,0.88976,1.4371,0.000834822,0.000834822,0.000834822
212,4500.77,1.0928,0.54116,0.94421,0.76936,0.76023,0.7791,0.34745,2.07215,0.86858,1.44161,0.000831992,0.000831992,0.000831992
213,4522.32,1.12572,0.56281,0.95488,0.77368,0.75172,0.76863,0.34386,2.0512,0.884,1.43543,0.000829163,0.000829163,0.000829163
214,4543.2,1.11294,0.54768,0.94553,0.83589,0.71149,0.77739,0.36894,2.04726,0.87199,1.42958,0.000826334,0.000826334,0.000826334
215,4564.2,1.10288,0.54471,0.94227,0.78804,0.76889,0.78199,0.35758,2.06401,0.88264,1.4226,0.000823504,0.000823504,0.000823504
216,4585.77,1.10274,0.55057,0.9446,0.82617,0.71987,0.75635,0.34219,2.05754,0.89216,1.42344,0.000820675,0.000820675,0.000820675
217,4607.17,1.089,0.54672,0.94233,0.78595,0.72181,0.76389,0.34665,2.07508,0.888,1.42371,0.000817845,0.000817845,0.000817845
218,4629.47,1.09686,0.54625,0.9488,0.77893,0.71387,0.76209,0.35079,2.07987,0.93348,1.42962,0.000815016,0.000815016,0.000815016
219,4650.27,1.08477,0.53737,0.93929,0.80988,0.73706,0.78385,0.3559,2.06082,0.89583,1.43364,0.000812186,0.000812186,0.000812186
220,4671.26,1.09101,0.54033,0.9378,0.83116,0.68463,0.76301,0.3539,2.0502,0.91113,1.42241,0.000809357,0.000809357,0.000809357
221,4692.82,1.06732,0.53295,0.9341,0.79617,0.73822,0.76993,0.3517,2.04241,0.90575,1.42707,0.000806528,0.000806528,0.000806528
222,4714.72,1.07214,0.53226,0.94053,0.83028,0.70501,0.75122,0.3455,2.05772,0.88355,1.43705,0.000803698,0.000803698,0.000803698
223,4735.87,1.06103,0.52445,0.9361,0.76172,0.71397,0.73999,0.33907,2.06248,0.87403,1.44504,0.000800869,0.000800869,0.000800869
224,4756.43,1.07241,0.53667,0.94201,0.80093,0.69582,0.77214,0.34938,2.07758,0.8768,1.44781,0.000798039,0.000798039,0.000798039
225,4777.56,1.06075,0.5273,0.93549,0.8455,0.707,0.78213,0.36118,2.07416,0.87581,1.44976,0.00079521,0.00079521,0.00079521
226,4796.83,1.06653,0.534,0.93262,0.80011,0.73677,0.77901,0.36216,2.0802,0.88794,1.4459,0.00079238,0.00079238,0.00079238
227,4817.71,1.06674,0.53523,0.9301,0.78653,0.76746,0.80002,0.36928,2.08832,0.88348,1.44179,0.000789551,0.000789551,0.000789551
228,4838.45,1.03997,0.5236,0.93113,0.77586,0.74631,0.75785,0.35202,2.08401,0.90048,1.43039,0.000786722,0.000786722,0.000786722
229,4859.08,1.0647,0.52949,0.93199,0.80439,0.76355,0.77933,0.35007,2.0768,0.89337,1.42919,0.000783892,0.000783892,0.000783892
230,4881.96,1.05016,0.52357,0.9302,0.8138,0.782,0.79749,0.3606,2.05841,0.88689,1.43611,0.000781063,0.000781063,0.000781063
231,4902.08,1.05771,0.52607,0.93311,0.78421,0.7777,0.77973,0.37052,2.06091,0.90143,1.42794,0.000778233,0.000778233,0.000778233
232,4923.42,1.04917,0.52415,0.92769,0.74084,0.7383,0.75278,0.35845,2.0618,0.9079,1.42956,0.000775404,0.000775404,0.000775404
233,4944.4,1.04315,0.52313,0.92932,0.84173,0.67825,0.76301,0.36294,2.08522,0.91912,1.46137,0.000772575,0.000772575,0.000772575
234,4965.41,1.03987,0.52064,0.92386,0.81331,0.73267,0.78845,0.35101,2.08483,0.91283,1.46333,0.000769745,0.000769745,0.000769745
235,4986.25,1.02304,0.51736,0.92218,0.82543,0.76912,0.79548,0.34544,2.09005,0.93254,1.4644,0.000766916,0.000766916,0.000766916
236,5007.06,1.03748,0.51941,0.93138,0.76983,0.76892,0.79059,0.3593,2.0438,0.89074,1.44638,0.000764086,0.000764086,0.000764086
237,5027.49,1.04182,0.52324,0.93093,0.84433,0.71755,0.78903,0.35085,2.05504,0.87425,1.45084,0.000761257,0.000761257,0.000761257
238,5049.1,1.04747,0.52334,0.9313,0.82113,0.72046,0.77534,0.3573,2.0567,0.88359,1.44818,0.000758427,0.000758427,0.000758427
239,5069.22,1.03528,0.51771,0.92758,0.81024,0.73547,0.78547,0.35346,2.08361,0.88914,1.45952,0.000755598,0.000755598,0.000755598
240,5090.87,1.04271,0.52196,0.92869,0.79472,0.74362,0.77275,0.35525,2.06299,0.87454,1.44826,0.000752769,0.000752769,0.000752769
241,5112.32,1.05029,0.52354,0.92885,0.76222,0.75637,0.7637,0.35471,2.05566,0.87891,1.43383,0.000749939,0.000749939,0.000749939
242,5132.55,1.03394,0.51884,0.92804,0.78771,0.7376,0.76917,0.3575,2.04918,0.88174,1.41178,0.00074711,0.00074711,0.00074711
243,5153.73,1.01713,0.51211,0.92138,0.77288,0.76397,0.76737,0.35899,2.04398,0.90232,1.43395,0.00074428,0.00074428,0.00074428
244,5174.61,1.01837,0.51689,0.93005,0.77547,0.74847,0.76877,0.34404,2.0444,0.88164,1.42651,0.000741451,0.000741451,0.000741451
245,5195.86,1.02824,0.51375,0.92077,0.7572,0.78929,0.79464,0.35973,2.03834,0.88172,1.44402,0.000738622,0.000738622,0.000738622
246,5215.41,1.04328,0.5183,0.92338,0.75032,0.76909,0.76088,0.35019,2.05859,0.90321,1.46048,0.000735792,0.000735792,0.000735792
247,5236.18,1.01615,0.51082,0.92699,0.7938,0.7478,0.76105,0.34992,2.06785,0.89516,1.46443,0.000732963,0.000732963,0.000732963
248,5257.37,1.00079,0.50569,0.91908,0.81243,0.73508,0.79852,0.36477,2.05566,0.88316,1.44254,0.000730133,0.000730133,0.000730133
249,5277.78,1.02233,0.50854,0.92931,0.84067,0.73775,0.8018,0.36831,2.05261,0.88584,1.44597,0.000727304,0.000727304,0.000727304
250,5299.53,1.03588,0.51758,0.92534,0.83135,0.69817,0.77498,0.36,2.07128,0.8985,1.45461,0.000724474,0.000724474,0.000724474
251,5320.52,0.99865,0.50511,0.91689,0.71428,0.7701,0.75469,0.35998,2.06775,0.89137,1.44815,0.000721645,0.000721645,0.000721645
252,5341.12,1.00821,0.50413,0.92083,0.8172,0.73546,0.78803,0.37137,2.06002,0.86345,1.4432,0.000718816,0.000718816,0.000718816
253,5362.94,0.99577,0.50232,0.9113,0.78425,0.75952,0.78608,0.36008,2.06406,0.89359,1.45803,0.000715986,0.000715986,0.000715986
254,5385.22,0.99213,0.49864,0.90922,0.73726,0.77897,0.77223,0.37062,2.05244,0.89301,1.44056,0.000713157,0.000713157,0.000713157
255,5404.65,0.97884,0.49377,0.91699,0.79196,0.74062,0.78354,0.37069,2.07071,0.93426,1.45002,0.000710327,0.000710327,0.000710327
256,5426.73,0.98737,0.50084,0.91623,0.79019,0.74019,0.78669,0.36964,2.05989,0.90507,1.45656,0.000707498,0.000707498,0.000707498
257,5447.82,0.9941,0.49666,0.91649,0.79646,0.74642,0.77652,0.36282,2.06468,0.9049,1.45454,0.000704668,0.000704668,0.000704668
258,5468.78,1.00106,0.50481,0.91363,0.80526,0.71423,0.78001,0.35876,2.07511,0.89166,1.44933,0.000701839,0.000701839,0.000701839
259,5490.55,0.99298,0.50065,0.90945,0.84202,0.72434,0.79475,0.35776,2.07505,0.91263,1.45183,0.00069901,0.00069901,0.00069901
